LUCY SKY DISPENSARY,2215 East Mississippi Avenue,Denver,CO,80210,2016-11-14 01:00:56,2016-11-14 01:00:56
LUCY SKY DISPENSARY,2394 South Broadway,Denver,CO,80210,2016-11-14 01:00:57,2016-11-14 01:00:57
LUCY SKY DISPENSARY,"3480 South Galena Street, Unit B4",Denver,CO,80231,2016-11-14 01:00:54,2016-11-14 01:00:54
GROWHOUSE NORTHGLENN,11919 Washington Street,Northglenn,CO,80233,2016-11-14 01:00:55,2016-11-14 01:00:55
BEMINDFUL,5926 East Colfax Avenue,Denver,CO,80220,2016-11-14 01:00:56,2016-11-14 01:00:56
WELLNESS CENTER OF THE ROCKIES INC,6853 Leetsdale Drive,Denver,CO,80224,2016-11-14 01:00:57,2016-11-14 01:00:57
THE HAVEN,"777 Canosa Court, Suite 102",Denver,CO,80204,2016-11-14 01:00:58,2016-11-14 01:00:58
MAGGIE'S FARM LLC,1400 Santa Fe Drive Suites A & B,Pueblo,CO,81006,2016-11-14 01:00:59,2016-11-14 01:00:59
WHITE PORCH LLC,827 North Main Street,Gunnison,CO,81230,2016-11-14 01:00:47,2016-11-14 01:00:47
BUD FARM,385 North Willow,Mancos,CO,81328,2016-11-14 01:00:48,2016-11-14 01:00:48
WISE CANNABIS CO LLC,21950 Highway 285,Fairplay,CO,80440,2016-11-14 01:00:49,2016-11-14 01:00:49
XG PLATINUM CORPORATION,2506  6th Avenue,Garden City,CO,80631,2016-11-14 01:00:50,2016-11-14 01:00:50
ANTERO JUNCTION,100 West Highway 24,Hartsel,CO,80449,2016-11-14 01:00:51,2016-11-14 01:00:51
